@relation 'C__Users_frans.DESKTOP-213GP7U_Desktop_p2-weka.filters.unsupervised.attribute.StringToWordVector-R1-W1000-prune-rate-1.0-C-T-I-N1-L-stemmerweka.core.stemmers.LovinsStemmer-stopwords-handlerweka.core.stopwords.WordsFromFile -stopwords /Users/xvenve/Gits/IAO-P2/Recursos/StopWordsEN.txt-M10-tokenizerweka.core.tokenizers.CharacterNGramTokenizer -max 3 -min 1-weka.filters.unsupervised.attribute.Remove-R2-15-weka.filters.unsupervised.attribute.Remove-V-R11,18,25,28,42,69,82,87,106,136,142,168,237,270,299,304,308,366,378,404,409,412,420,499,516,550,591,636,646,689,697-698,706,770,781,823,825,829,853,855,872,886,897,930,1042,1062,1081,1085,1119,1166,1172-1173,1175-1177,1179,1187,1201,1249,1_clustered-weka.filters.unsupervised.attribute.Remove-R1'

@attribute ' b' numeric
@attribute ' d' numeric
@attribute ' f' numeric
@attribute ' g' numeric
@attribute ' n' numeric
@attribute ' w' numeric
@attribute '\'' numeric
@attribute '\'t' numeric
@attribute '. ' numeric
@attribute 'a g' numeric
@attribute abl numeric
@attribute asy numeric
@attribute 'd n' numeric
@attribute e numeric
@attribute ea numeric
@attribute eat numeric
@attribute ed numeric
@attribute fa numeric
@attribute fo numeric
@attribute gif numeric
@attribute gr numeric
@attribute h numeric
@attribute har numeric
@attribute joy numeric
@attribute l numeric
@attribute lov numeric
@attribute n numeric
@attribute nn numeric
@attribute o numeric
@attribute ood numeric
@attribute ot numeric
@attribute 'ot ' numeric
@attribute ov numeric
@attribute re numeric
@attribute ric numeric
@attribute 's y' numeric
@attribute 's!\r' numeric
@attribute 's.\r' numeric
@attribute siz numeric
@attribute sl numeric
@attribute 'sy ' numeric
@attribute 't w' numeric
@attribute tab numeric
@attribute u numeric
@attribute ' ok' numeric
@attribute bac numeric
@attribute etu numeric
@attribute gn numeric
@attribute nsw numeric
@attribute urn numeric
@attribute '\nb' numeric
@attribute '\ng' numeric
@attribute '\nn' numeric
@attribute '\nth' numeric
@attribute '\nw' numeric
@attribute '\r\ng' numeric
@attribute cen numeric
@attribute ttl numeric
@attribute nth numeric
@attribute @@class@@ {excellent,fair,good,poor,verygood}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
0,0,0,0,1.316662,0.58305,0,0,0.375937,0,0,0,2.997889,0.004542,0,0,0.786276,0,0,0,0,0.107305,0,0,0,0,0.036037,0,0.010614,0,0,0,0,0.432481,0,0,0,0,0,0,0,0,0,0.211603,0,0,3.223953,0,0,2.979627,0,0,0,0,0,0,0,0,0,poor,cluster0
0,0,0.486565,0,0,0,0,0,0.343435,0,0.896949,0,0,0.003747,0,0,0,0,0.570886,0,0,0.077685,0,0,0.072547,2.441238,0.020771,0,0.005945,0,0,0,2.395543,0,1.95431,0,0,0,0,0,0,0,1.04784,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9479,0,0,verygood,cluster1
0.49171,1.157833,0.505708,0.627602,0.853362,0.553599,0,0,0.565748,0,0,0,0,0.003892,0,0,1.317311,0,0.405022,0,0,0.069547,0,0,0.064947,1.731966,0.046712,0,0.006879,0,0,0,1.699547,0.280302,0,0,0,1.943008,0,0,0,0,0,0.108685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster0
0.933354,0,0.50697,0,0.993197,0.644313,1.891685,0,0.449464,0,0,0,0,0.003568,0,0,0,0,0.47139,0,0,0.134444,0,0,0.059903,0,0.048148,0,0.011461,0,1.076292,0.956216,0,0,0,0,0,0,0,0,0,0,0,0.224053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster3
0,0.894643,0.286222,0.775307,0,0.213879,0.72902,1.058169,0.275808,0,0.570847,0,0,0.002593,0.467884,0.93183,0.457148,0,0.229235,1.477293,0.880873,0.062388,0,0,0.068012,0,0.036634,0,0.007317,1.234337,0.523398,0,0,0.34627,0.784741,0,0,1.742999,0,0,0,0,0.666878,0.116433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0.638155,0,0.355039,0,0.877686,0.569378,0,0,0.581873,0,0,0,0,0.00347,0,0,0,0,0,0,0,0.100404,0,0,0,0,0.042549,0,0.007684,0,0.600088,0.845006,0,0.510634,0,0,0,0,0,0,0,0,0,0.141054,0,0,2.149085,0,0,1.986217,0,0,0,0,0,0,3.610404,0,0,poor,cluster0
0,1.076706,0.202536,0.854999,0,0.221716,0.755733,1.096942,0.226582,0,0.591763,0,0,0.00322,0.331083,0,0.473898,0,0,0,0,0.075084,0,0,0.084777,0,0.045522,0,0.009422,1.279565,0.542576,0,0,0.328918,0,0,0,1.806865,0,0,0,0,0.691314,0.127536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster3
0.686623,0.874609,0.382004,0.438191,0,0.263842,0,0,0,1.805423,0.704198,2.137071,0,0.003831,1.018447,1.821928,0,0,0,0,2.523117,0.08935,0,0,0.107808,0,0.032615,0,0.007612,0,0,0,0,0.587119,1.534336,0,0,2.150169,0,0,2.158999,0,0,0.176197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.663435,0.727906,0.401181,0,0.785946,0.439173,1.186302,0,0.355674,0,0.586079,0,0,0.003467,0.519714,0.956695,0,0,0.746049,0,0,0.118512,0,0,0.089725,0,0.040716,0,0.009069,0,0.537364,0.756682,0,0.258158,1.276973,0,0,0,0,0,0,0.900679,0,0.1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster3
0.423708,0,0,0.759118,0.582746,0,0.879594,0,0.430105,0,0.688751,0,0,0.002737,0.243127,0,0.808033,0,0,0,0,0.087872,0,0,0.088703,0,0.040252,0,0.007719,1.48928,0.398433,0.561048,0,0.312182,0,0,0,0,0,3.192205,0,0,0.804617,0.140481,0,0,0,0,0,0,6.271154,0,0,0,0,0,0,0,2.501097,good,cluster3
0.584333,0.608319,0.265696,0,0.656823,0.489399,0.676739,0.619752,0.425255,0,0,0,0,0.002572,0.483533,0,0.692108,0.771593,0,0,0,0.090512,0,0,0.068246,0,0.03722,1.010527,0.007228,0,0.485863,0.431658,0.892932,0.333102,0,0,0,0,0,0,0,0.513802,0,0.13717,0,0,1.097826,0,0,1.014627,0,0,0,0,0,0,0,0,0,poor,cluster3
0,0,0,0,0,0,1.365072,0,0.648681,0,1.068896,0,0,0.004179,0,0,0.855998,0,0,0,0,0.135624,0,0,0.141001,0,0.063985,0,0.010379,0,0,0,0,0.47083,0,0,0,0,0,0,0,0,1.248712,0.182561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster0
0.830067,0,0,0.839609,0,0,0,0,0.516637,0,0,0,0,0.004101,0,0,0.681752,0,0,0,0,0.073733,0,0,0.068856,0,0.031246,0,0.009994,1.840787,0,0,0,0.374989,0,0,0,0,0,0,0,0,0,0.257538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster0
0.318721,0,0,0,0.876704,0.489887,0,0,0,0,0,0,0,0.003264,0,0,0.523545,0,0,0,0,0.107174,0,0,0.052877,0,0.054273,1.975979,0.010681,0,0.950053,0.844061,0,0,0,0,0,0,0,0,0,0,0,0.140897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster0
0.270962,0,0.3015,0.548154,0,0,0,0,0.21281,2.258489,0,0,0,0.003345,0.492859,1.437974,0,0,0.35375,0,1.991395,0.085264,0,0,0.056726,0,0.038612,0,0.008041,0,0,0,0,0.489636,0,0,0,0,0,0,0,0,0,0.168138,0,0,0,0,0,0,0,0,0,4.220282,0,0,0,0,0,good,cluster2
0.479434,0.818376,0.291095,0.395456,0.482994,0.398109,0.941926,1.279406,0.358407,0,0.389668,0,0,0.002146,0.275103,0,0.312055,0.56739,0.156479,0,0,0.066558,0,0,0.056753,0,0.029878,0,0.005832,0,0.748821,0,0,0.236369,0,0,0,0,0,0,0,0.755647,0,0.110473,0,0,0.807284,0,1.543239,0.746105,0,0,0,0,0,0,0,0,0,poor,cluster3
0,0,0,0.733071,0,0,0,0,0,3.020379,0,0,0,0.004606,0.659123,1.923068,0,0,0,0,2.881311,0.102035,0,0,0,0,0.054562,0,0.011439,0,0,0,0,0.654813,0,0,0,0,0,0,0,0,0,0.20121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster2
0.565551,0,0.397038,0,0,0,0,0,0.280244,0,0,0,0,0.003526,0.409495,0,0.586133,0,0,0,0,0.092867,2.239369,0,0.104855,0,0.039354,0,0.008593,0,0.671075,0.944966,1.954769,0.322395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0.571375,0,0.401127,0,0,0.64329,0,0,0,0,0,0,0,0.003562,0.413712,0,0,0,0.470641,0,0,0.121222,0,0,0.105935,0,0.034247,0,0.009802,0,0,0,0,0.411006,0,0,0,0,0,0,0,1.136377,0,0.252587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster1
0.39844,0.575259,0.374346,0.70529,0.621128,0.118458,0.639961,0.586071,0.383743,0.810585,0.734114,1.52075,0,0.002557,0.634145,1.334093,0.401302,0,0.520176,0,1.68777,0.072044,0,0,0.065948,0,0.034414,1.514604,0.00655,1.083547,0.459458,0.64698,0,0.40804,0,0,0,0,0,0,1.536354,0,0.738706,0.122139,0,0,1.64545,0,0,0,0,0,0,2.400719,0,0,0,0,0,good,cluster3
0,1.7484,0,0,0,0,0,0,0.367933,0,0,0,0,0.003757,0.537627,1.568589,0,0,0,0,0,0.083227,0,0,0,0,0,0,0.008037,0,0,0,2.566422,0,0,0,0,0,0,0,0,0,0,0.164121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster1
0.277764,0.707622,0,0.823189,0.764044,0,0,0,0.436304,0,0.569747,1.729044,0,0.003638,0.823997,1.474071,0.456267,0,0,0,2.041384,0.08048,0,0,0.075157,0,0.045643,1.722058,0.007553,1.231959,0.522389,0.735596,0,0.567645,0,0,0,0,0,0,1.746786,0,0.665593,0.142556,0,0,1.870824,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster3
0.482182,0.775027,0.382228,0.219224,0,0.341211,0,0,0.378699,0.903241,0.558391,0,0,0.002628,0.509522,0.575092,0,0,0.448467,0,0.861653,0.078691,0,0,0.066528,0,0.03019,0,0.005756,0,0.323022,0.454859,0,0.382526,0.767618,0,0,0,0,0,0,0,0.411573,0.120344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster3
0.801355,0,0,0.728673,0.785183,0.509369,0,0,0.448375,2.379235,0.58551,0,0,0.003524,0.327585,0.955766,0,0,0,0,1.432013,0.095986,0,0,0.059758,1.59359,0.04298,0,0.009794,1.266042,0,0,1.563761,0.325442,0,0,0,0,0,0,0,0.899804,0.684008,0.1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster2
0.308014,0.495082,0.29521,0.475329,0.534558,0.352681,0.69499,0,0.292484,1.39522,0.903896,0,0,0.00203,0.52665,1.031322,0,0,0.599121,0,1.330979,0.055022,0,0,0.066024,0,0.031505,0.822421,0.00574,0.588359,0,0,1.064619,0.315331,0.592862,0,0,0,0,0,0,0.836319,0.953623,0.092946,0,0,0,0,0,0,0,0,0,2.066118,0,0,0,1.888761,0,good,cluster3
0.823931,0,0.412082,0,0.807303,0.523719,0.768812,0,0,0,0.602005,0,0,0.003353,0,0,0.4821,0,0.607296,0,0,0.09869,0,0,0.079412,0,0.027882,0,0.007552,0,0.551966,0,0,0.388471,0,0,0,0,0,0,0,0,0,0.150627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster3
0.214045,0.545293,0.238168,0.433011,0,0.381952,0.560701,0,0.266445,1.125629,0.878094,0,0,0.002446,0.634972,1.135919,0,0,0.648845,0,1.573091,0.062018,0,0,0.080321,0,0.037623,0,0.007173,0,0,0,1.172593,0.386785,0,0,0,0,0,0,0,0.674722,0.812938,0.109854,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92283,0,verygood,cluster2
0,0,0.333756,0.961752,0,0.579087,0,0,0.373381,0,0,0,0,0.00351,0,0,0,0,0,0,0,0.084459,0,0,0.099527,0,0.035792,0,0.009469,2.108578,0,0,0,0,2.124717,0,0,0,0,0,0,0,0,0.105082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0.651412,0,0.362414,0,0.895919,0.396735,0.853203,0,0.255805,0,0,0,0,0.003443,0,0,0.847986,0,0,0,0,0.073015,0,0,0.079162,0,0.043433,0,0.005588,0,0,0,0,0.37134,0,0,0,0,0,0,0,0,0,0.202108,0,0,2.193731,0,0,2.02748,0,0,0,0,0,0,0,0,0,fair,cluster0
0,0,0.720471,0.879175,0.816008,0,1.231678,0,0.602267,0,0,3.693279,0,0.003464,1.177747,1.574325,0.487299,0,1.001137,0,2.180222,0.077207,0,0,0.062104,0,0.022334,0,0.009942,1.315746,0.557918,0.785625,0,0.47475,1.325817,0,0,0,0,0,3.731175,0,0,0.131142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster2
0.617987,0.678042,0.186849,0.538425,0,0.474936,0,0,0,0,0,0,0,0.002525,0,0,0.437194,0,0,0,0,0.08375,0,0,0.027859,0,0.025284,0,0.007584,0,0.500552,0.704847,0,0,0,0,0,0,0,0,0,0,0,0.136597,0,2.455443,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster1
0,0,0.91399,0.715661,0,0,1.468788,0,0.697967,0,0,3.490302,0,0.00414,1.494091,1.877397,0,0,1.160217,0,2.812883,0.062848,0,0,0.058691,0,0,0,0.011167,0,0,0,0,0.506603,0,0,0,0,0,0,3.526115,0,0,0.123935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster2
0,0.912262,0,0.457056,0.985002,0,0,0,0.28124,0,0,0,0,0.003667,0.651342,1.198996,0,0,0,0,1.796442,0.103755,0,0,0.096892,1.999138,0.047751,0,0.007132,0,0,0,1.961719,0.473979,0,0,0,0,3.193343,0,0,0,0,0.125451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.474025,0.761918,0.209963,0,1.457148,0.364298,0,0,0.469782,0,0,0,1.873125,0.002398,0,0,0,0,0.390454,0,0,0.033523,0,0,0.031306,0,0.047192,0,0.008132,0,1.124945,1.584077,0,0,0,0,0,0,0,0,0,0.942763,0,0.198319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster0
0,0.417913,0.470732,0.331859,0.661048,0.45196,0,0,0.333041,0,0.336486,1.618488,0,0.002459,0.651269,0.870568,0.269466,0.776555,0.553607,0,1.645922,0.078108,1.029516,0,0.070187,0.915817,0.031168,0,0.006765,0,0.488987,0.434434,0.898675,0.262527,0,0,2.436774,0,0,0,1.635095,0.517107,0.393091,0.101793,0,0,0,0,0,0,0,2.753254,0,0,0,2.753254,0,0,0,good,cluster3
0.642918,0,0,0.51774,0,0.31174,0,0,0.504939,0,0,0,0,0.003476,0,0,0,0,0,0,0,0.105571,0,0,0.067297,0,0.038535,0,0.008994,0,0,0,0,0,0,3.480929,0,0,0,0,0,0,0,0.208183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster1
0,0,0.883003,0,0,0.688637,0,0,0.351875,0,0,2.788913,0,0.003308,1.193848,1.500127,0,0,0.927067,0,2.247624,0.100437,0,0,0.046897,0,0.042562,0,0.010789,0,0,0,0,0.404799,0,0,0,0,0,0,2.817529,0,0,0.09903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster2
0.645641,1.254718,0.675316,0.354909,0.764865,0,1.456796,1.675726,0.218386,0,0,0,0,0.003177,0.319108,0.931035,0.723944,0,0.842905,0,1.394959,0.080567,0,0,0.075238,1.552355,0.048875,0,0.009541,0,0,0,1.523298,0.409744,0,0,0,0,0,0,0,0,0,0.142709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0,1.871947,0.408806,0,1.010604,0.44752,0,0,0.28855,0,0.753606,0,0,0.003996,0,0,0,0,0.479651,0,0,0.1368,2.305743,0,0.099411,2.0511,0.040521,0,0.010469,0,1.604373,0.972975,2.012707,0.209437,0,0,0,0,0,0,0,0,0.880382,0.081208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster3
0.259021,0,0.629071,1.223385,0,0,0,0,0.525863,2.158958,1.062603,0,0,0.003436,0,0,0,0,0.874131,0,0,0.104083,0,0,0.090067,0,0.042563,0,0.010187,2.297657,0.974279,1.08722,0,0,2.687914,0,0,0,0,0,0,0,1.241361,0.057253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0.635554,0.809559,0,0.941774,0,0,1.664866,1.208272,0.395572,1.671142,0,0,0,0.002877,0,0,0,0,0,0,0,0.071238,1.994324,0,0,0,0.039018,0,0.009055,1.409429,0,0,0,0.362301,0,0,0,0,0,0,0,0,0,0.163092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster0
0,0,0.786306,1.429574,0,0,0,0,0.555004,3.716234,1.449502,0,0,0.005218,0,0,0,0,0.922572,0,0,0.158417,0,0,0.07397,0,0,0,0.014075,3.134245,0,0,0,0,5.005684,0,0,0,0,0,0,0,1.693347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster1
0,1.060937,0,0,1.145532,0.898498,0,0,0,0,0.854222,2.592356,0,0.003569,0.757494,0,0,0,0,0,0,0.093358,0,0,0.112683,2.324946,0.045931,0,0.010717,0,0,0,2.281428,0,0,0,0,0,0,0,2.618956,0,0.997924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0.260078,0.740438,0.115198,0,0.451365,0.535695,1.111132,1.612802,0.476894,0,0.336582,0,0,0.002364,0.486782,0,0.696759,0,0,0,0,0.073571,0,0,0.05942,0,0.036637,1.017318,0.006973,0,0.489128,0.434559,0.898933,0.280622,0,0,0,0,0,0,0,1.034511,0.393204,0.145079,0,0,1.105204,0,0,1.021446,0,0,0,0,0,0,0,0,0,fair,cluster3
0.506544,0.660718,0.451509,0,0,0.403415,0.607936,0.882415,0.38202,0,0.476034,0,0,0.002336,0.336076,0.777061,0.621742,1.609435,0.573484,0,1.076121,0.070933,0,0,0.056716,0,0.035675,0,0.00628,0,0,0,0,0.299235,0,0,0,0,0,0,0,1.071719,0.556115,0.146404,3.018923,0,0,0,0,0,0,2.457528,0,0,0,2.457528,0,2.084814,0,good,cluster3
1.0102,0,0,0,0,0.77636,1.139685,1.654247,0.541578,0,0.892411,0,0,0.004455,0,0,0,0,0,0,0,0.097532,0,0,0.091081,0,0.06865,2.697308,0.01183,0,0,0,0,0.393092,0,0,0,0,0,0,0,0,0,0.152419,0,0,2.930325,0,0,2.708251,0,0,0,0,0,0,0,0,0,poor,cluster0
0.502417,0.403776,0.559041,0,0,0.305991,0,0,0.458107,0,0.515277,0,0,0.003152,0.28829,0.84112,0.654029,1.884802,0.655922,0,1.260241,0.084472,0,0,0.067972,0,0.04773,0,0.008204,0,0,0,0,0.370173,0,0,0,0,0,0,0,0.791871,0.60196,0.176013,3.267798,0,0,0,0,0,0,0,0,0,0,0,0,2.256683,0,verygood,cluster2
0,0,0.449105,0.515162,0,0.801823,0,0,0,0,0,2.512458,0,0.004133,1.075506,1.351425,0,0,0.526934,0,2.024825,0.071704,0,0,0.042248,0,0.049558,0,0.009719,0,0,0,0,0.594756,0,0,0,0,0,4.151381,2.538238,0,0,0.089213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.34013,1.01152,0.378463,0.504009,0.68531,0.261397,0.445493,0,0.374969,0,0.697671,0,0,0.002668,0.309335,0,0.784252,0,0,0,0,0.082386,2.478199,0,0.072763,0,0.036024,0,0.005699,0,0.63968,0.450379,0,0.272162,0,0,0,0,0,0,0,0,0.407519,0.130041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster3
0.446269,0.525416,0.156649,0.763309,0.38725,0.359413,0.584512,0.848416,0.350494,1.480706,0,0,0,0.002314,0.323128,0.747121,0.366531,0,0,2.750232,1.034659,0.0682,0,0,0.065716,1.245707,0.029372,0,0.006337,0.624408,0.264769,0,1.542485,0.287706,0,0,0,0,0,0,0,0.44378,0,0.121574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0,0,0,0,0,0.706239,0,0,0,0,0,0,0,0.003393,0,0,0,0,0,0,0,0.133131,0,0,0.048096,0,0.034592,0,0.003941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster1
0,0,0,1.50994,0,0,0,0,0,2.406695,0,0,0,0.003035,0.525202,1.532336,0,0,0,6.102697,2.295882,0.102593,0,0,0.047904,2.554931,0,0,0.003926,0,0,0,2.507108,0.413491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster2
0,0,0.622515,0.487434,0,0,0,0,0.599866,0,0,0,0,0.003458,0.438264,1.278687,0,1.80781,0.498572,0,1.915842,0.085611,0,0,0.079949,3.379156,0.03628,0,0.009827,0,0,0,3.064876,0.435398,0,0,0,0,0,0,0,0,0,0.133789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster2
0.407857,0.711963,0.310965,0,0.635809,0.495636,0.413314,0.599923,0.287731,0,0,0,0,0.002211,0.362143,0,0.518355,1.183818,0,0,0,0.070741,0,0,0.064525,0,0.033421,0,0.006997,0,0,0,1.26627,0.208842,0,0,0,0,0,0,0,0.788302,0,0.132781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster0
0,0.378305,0.426119,0.379072,0.81694,0.228246,0,0,0.2708,0.780922,0.304595,0,1.474077,0.002406,0.340834,0.497211,0.84385,1.114162,0.50114,0,0.744966,0.071937,0,1.369985,0.060728,0,0.033909,0,0.006123,0,0,0,0,0.303471,0,0,0,0.930039,0,0,0,0,0.355836,0.113549,0,2.171375,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0,1.126769,0.595028,0,1.47096,0.538746,0,0,0.375822,0,0,0,0,0.003092,0.346478,0,0.495933,0,0.624721,0,1.514604,0.095003,0,0,0.073379,0,0.033298,0,0.008603,0,0.567804,0.799546,0,0,0,0,0,0,0,0,0,0,0,0.154949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster3
0,0.384655,0.504019,0,0.964357,0.183917,0,0,0.297898,0,0,0,1.49882,0.003092,0.274638,0,1.016162,1.132864,0.49519,0,0,0.08503,0,0,0.070324,0,0.042064,0,0.007596,0,0,0,0,0.31676,0,0,0,0,0,0,0,0,0,0.136735,0,2.207822,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster0
0,1.068024,0.466482,1.242452,0,0,0,0,0,2.204684,0,0,0,0.003362,0.481118,0,0.688651,0,0.547323,3.527184,0,0.074479,0,0,0.043883,0,0.019914,0,0.007192,0,0,0,0,0,1.873647,0,0,0,0,0,0,0,0,0.092665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0,0.770851,0.190084,0.436085,0.832315,0.208085,0,0,0.311529,0,0,0,0,0.00244,0.506777,0.571992,0.725378,0.808684,0.223025,0,0.85701,0.076592,0,0,0.046223,0,0.035641,0,0.006629,0,0.509219,0.452408,0.935856,0.292149,0,0,0,0,0,0,0,0,0,0.113279,0,0,1.150599,0,0,1.063401,0,0,0,0,0,0,0,0,0,fair,cluster3
0.401034,0.944317,0.498678,0.74987,0,0,1.325619,1.524836,0.461418,0,0,0,0,0.003223,0.580748,0,0,0,0.523563,3.374067,0,0.056722,0,0,0.079456,0,0.036056,0,0.00905,0,0,0,0,0.334909,0,0,0,0,0,0,0,0,0,0.088642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster2
0.489245,0,0.343469,0.624456,0.849084,0.550823,0.808601,0,0.484866,0,0,0,1.933268,0.00305,0,0,0.507051,0,0.402991,0,0,0.080337,0,0,0.064622,0,0.043987,0,0.007943,0,1.161065,0,0,0,0,0,0,0,0,0,0,0,0,0.158423,0,0,0,5.866059,0,0,0,0,0,0,0,0,0,0,0,poor,cluster3
0,0,0.704712,1.015349,0,0,0,0,0,0,0,0,0,0.004301,0,0,0,0,0.655253,4.222735,0,0.056257,0,0,0.052537,0,0.02384,0,0.012086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster1
0.625722,0.77815,0.269343,0,0,0.522252,0,0,0,0,0.78696,0,0,0.003128,0.440293,0,0.630216,1.145881,0,0,0,0.103302,1.519148,0,0.058832,0,0.042547,0,0.007183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919347,0.124233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster1
0,0.846141,0,0.67191,0,0.404568,0,0,0,1.746658,0,0,0,0.003282,0.381165,0,0.545583,0,0,0,0,0.074457,2.084444,0,0.055103,0,0.052408,2.059156,0.008547,1.473119,0,0,1.819533,0.300091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.983688,0,fair,cluster0
0.495701,0.796757,0.348,0.515941,0.761889,0.399224,1.298512,0,0.44029,0,0,1.946843,0.979388,0.002344,0.788243,0,0.596435,0,0.474031,0,0.784494,0.071645,0,0,0.068256,0.87301,0.029711,0,0.007039,0,0.466131,0.656377,1.51737,0.348272,0.69888,0,0,0,0,0,1.966819,0,0,0.114821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,cluster3
0,1.735887,0.428052,0.491013,0,0.468589,1.597214,2.318347,0.478873,0,0,0,0,0.003297,0.441482,1.288076,0,0,0.502233,0,1.929909,0.100121,0,0,0.080536,0,0.028962,0,0.01046,0,0.723496,0,0,0.438595,0,0,0,0,0,0,0,0,0,0.170062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poor,cluster2
0.610493,0.981266,0.292557,0.531895,0.723227,0.404127,1.599215,0,0.479473,0,0,1.636674,0,0.002934,1.002346,0,0.684533,0,0.343257,0,0,0.076181,0,0,0.082565,0,0.032283,0,0.009021,0,0.494482,0.696298,1.440371,0.449644,0,0,0,0,0,0,1.653468,0,0,0.13494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,verygood,cluster3
0.614814,0.471497,0.507628,0.874142,0,0.426708,0.48482,0,0.230386,0.973295,0.75926,0,0,0.00269,0.424795,0.982192,0.705905,0,0.678327,1.557135,1.3602,0.071766,0,0,0.064355,0,0.036658,0,0.007938,1.64174,0.348075,0.490137,0,0.364985,0.827153,1.588226,0,0,1.650461,1.903611,0,0,0.886987,0.129677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excellent,cluster3
0.823936,0,0,1.051643,0,0.633212,0,0,0,2.733789,0,0,0,0.004169,0.94556,2.758781,0,0,0,0,3.820528,0.058268,0,0,0.054415,0,0.024693,0,0.004459,0,0,0,0,0.688081,0,0,0,0,0,0,0,1.638681,0,0.114904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fair,cluster2
0.437031,0.702455,0.334833,0.494009,0.827735,0.317863,0.361151,0,0.374586,0.725026,0.656626,0,0.863469,0.002363,0.525592,0.731654,0.525842,0.652642,0.417926,0,1.013239,0.063165,0,0,0.064355,0,0.032744,0.854742,0.006336,0,0.602047,0.847765,1.106459,0.33967,0.616162,0,0,0,0,0.894681,0,0.434593,0.523619,0.109247,0,0,0.928582,0,0,0.85821,0,2.313924,0,0,0,2.313924,1.559992,0,0,good,cluster3
